scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
IDBI Midcap Fund,500,5000,1.62,176.0,6,Alok Ranjan,-0.02,1.02,0.84,-0.01,6,IDBI Mutual Fund,1,Equity,Mid Cap Mutual Funds,-2.9,25.1,7.7
HSBC Infrastructure Equity Fund,500,5000,1.17,120.0,10,Gautam Bhupal,0.04,1.22,0.87,0.03,6,HSBC Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,5.9,43.3,7.8
Nippon India Vision Fund,100,5000,1.55,3024.0,10,Amar Kalkundrikar,0.0,0.94,0.88,0.01,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3
Aditya Birla SL Equity Advantage Fund,1000,1000,1.14,4836.0,10,Atul Penkar,-0.05,0.98,0.91,-0.04,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Large & Mid Cap Funds,-9.9,22.3,7.9
Nippon India Index Fund,0,5000,0.15,374.0,10,Mehul Dama,0.0,0.97,1.0,0.02,6,Nippon India Mutual Fund,1,Other,Index Funds,1.5,25.6,13.0
UTI-India Consumer Fund,500,5000,1.8,436.0,10,Vishal Chopda,-0.02,0.88,0.74,-0.01,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18.0,8.4
Aditya Birla SL Small Cap Fund,1000,1000,1.04,2901.0,10,Vishal Gajwani,-0.02,0.92,0.7,-0.01,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Small Cap Mutual Funds,-2.3,31.6,5.4
IDBI Nifty Next 50 Index Fund,500,5000,0.32,49.0,10,Nisha Sharma,-0.05,1.13,0.91,-0.03,6,IDBI Mutual Fund,1,Other,Index Funds,-6.1,21.8,6.2
ICICI Pru Nifty Next 50 Index Fund,100,100,0.3,2415.0,10,Kayzad Eghlim,-0.05,1.13,0.91,-0.03,6,ICICI Prudential Mutual Fund,1,Other,Index Funds,-6.4,22.0,6.1
Aditya Birla SL Pure Value Fund,1000,1000,1.12,3798.0,10,Kunal Sangoi,0.01,1.13,0.96,0.02,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Value Funds,3.0,29.8,4.3
HSBC ELSS Fund,500,500,1.16,3007.0,10,Cheenu Gupta,-0.01,1.0,0.94,0.0,6,HSBC Mutual Fund,1,Equity,ELSS Mutual Funds,-1.2,24.1,8.0
Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210.0,10,Rupesh Patel,0.0,0.97,0.95,0.01,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5
LIC MF Children’s Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,-0.02,0.8,0.79,-0.01,6,LIC Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6
Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,-0.03,1.11,0.96,-0.01,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6
DSP Top 100 Equity Fund,500,500,1.27,2605.0,10,Abhishek Singh,0.01,0.89,0.86,0.02,6,DSP Mutual Fund,1,Equity,Large Cap Mutual Funds,3.6,21.8,8.9
LIC MF Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,-0.01,0.7,0.69,-0.01,6,LIC Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3
Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,-0.03,1.05,0.88,-0.01,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4
Aditya Birla SL Tax Relief ’96 – Direct Growth,500,500,0.93,12755.0,10,Atul Penkar,-0.02,0.82,0.8,-0.01,6,Aditya Birla Sun Life Mutual Fund,1,Equity,ELSS Mutual Funds,-3.0,16.1,5.8
Nippon India Retirement Fund,500,500,1.03,2233.0,8,Pranay Sinha,0.0,0.95,0.92,0.01,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7
HSBC Corporate Bond Fund,500,5000,0.29,6772.0,10,Shriram Ramanathan,-0.01,0.17,0.04,-0.03,3,HSBC Mutual Fund,1,Debt,Corporate Bond Mutual Funds,3.3,6.6,7.6
UTI-Banking & PSU Debt Fund,500,500,0.24,524.0,9,Anurag Mittal,0.02,0.4,-0.01,0.06,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11.0,7.9,5.6
JM Focused Fund,500,5000,1.58,42.0,10,Gurvinder Singh Wasan,0.01,1.0,0.94,0.02,6,JM Financial Mutual Fund,1,Equity,Focused Funds,3.1,19.4,8.6
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,0.01,0.72,0.72,0.03,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9
HDFC Infrastructure Fund,100,100,1.75,593.0,10,Rakesh Vyas,0.05,1.1,0.82,0.05,6,HDFC Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,16.5,34.3,5.3
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,-0.01,0.98,0.92,0.0,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,-0.01,0.68,0.52,0.0,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6
Edelweiss Money Market Fund,500,5000,0.26,346.0,10,Dhawal Dalal,0.0,0.03,0.01,0.07,2,Edelweiss Mutual Fund,1,Debt,Money Market Funds,4.9,4.7,7.3
HSBC Banking and PSU Debt Fund,500,5000,0.23,3779.0,10,Jalpan Shah,-0.01,0.14,0.03,-0.07,3,HSBC Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.2,6.0,6.5
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.0,0.24,0.03,-0.01,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7
Union Dynamic Bond Fund,1000,1000,1.29,92.0,10,Parijat Agrawal,-0.01,0.12,0.03,-0.07,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0
Franklin India Life Stage Fund,500,5000,0.5,16.0,10,Rajasa Kakulavarapu,0.0,0.38,0.32,0.02,4,Franklin Templeton Mutual Fund,1,Other,FoFs Domestic,-0.7,33.7,11.3
Invesco India Gilt Fund,100,1000,0.48,22.0,10,Vikas Garg,0.0,0.11,0.02,0.01,2,Invesco Mutual Fund,1,Debt,Gilt Mutual Funds,4.9,4.2,6.7
Invesco India Banking & PSU Debt Fund,1000,1000,0.28,131.0,10,Vikas Garg,-0.01,0.15,0.03,-0.06,3,Invesco Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.3,5.8,6.4
HSBC Medium to Long Duration Fund,500,5000,0.68,41.0,10,Jalpan Shah,-0.01,0.18,0.04,-0.05,3,HSBC Mutual Fund,1,Debt,Medium to Long Duration Funds,2.7,4.5,6.5
Franklin India Multi-Asset Solution Fund,500,5000,0.44,45.0,8,Rajasa Kakulavarapu,0.0,0.37,0.31,0.0,4,Franklin Templeton Mutual Fund,1,Other,FoFs Domestic,4.1,8.7,5.3
HSBC Money Market Fund,500,5000,0.25,716.0,10,Shriram Ramanathan,0.0,0.03,0.01,0.12,2,HSBC Mutual Fund,1,Debt,Money Market Funds,5.2,4.9,6.0
IDBI Gilt Fund,500,5000,0.4,7.89,10,Raju Sharma,-0.01,0.2,0.02,-0.02,1,IDBI Mutual Fund,1,Debt,Gilt Mutual Funds,1.7,32.4,13.3
Aditya Birla SL Retirement-The 50sPlus-Debt-DirGrowth,500,1000,0.85,26.0,4,Dhaval Shah,-0.01,0.13,0.03,-0.05,3,Aditya Birla Sun Life Mutual Fund,1,Solution Oriented,Retirement Funds,2.9,4.6,
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,0.0,0.02,0.0,-0.28,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
Indiabulls Liquid Fund,500,500,0.22,212.0,10,Karan Singh,0.0,0.01,0.0,0.28,2,Indiabulls Mutual Fund,1,Debt,Liquid Mutual Funds,5.4,4.0,5.2
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,0.0,0.03,0.01,0.04,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8
UTI-Banking and Financial Services Fund,500,5000,1.39,824.0,10,Amit Premchandani,0.02,1.11,1.04,0.03,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7
WhiteOak Capital Liquid Fund,500,500,0.26,197.0,4,Piyush Baranwal,0.0,0.01,0.0,0.24,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,
Parag Parikh Liquid Fund,1000,5000,0.17,1456.0,5,Raj Mehta,0.0,0.01,0.0,0.24,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,
Bank of India Arbitrage Fund,1000,5000,0.98,12.0,5,Alok Singh,0.0,0.06,-0.01,-0.02,1,Bank of India Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,4.2,3.4,
Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,0.0,0.04,0.0,0.09,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,
JM Arbitrage Fund,500,5000,0.36,60.0,10,Asit Bhandarkar,0.0,0.06,-0.02,0.05,1,JM Financial Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5
Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,0.0,0.06,-0.01,0.04,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8
HSBC Short Duration Fund,500,5000,0.23,159.0,10,Ritesh Jain,-0.01,0.07,0.01,-0.08,2,HSBC Mutual Fund,1,Debt,Short Duration Funds,1.7,32.4,13.3
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,0.0,0.14,0.13,0.04,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4
HSBC Low Duration Fund,500,5000,0.16,198.0,10,Kapil Punjabi,0.0,0.04,0.01,-0.02,2,HSBC Mutual Fund,1,Debt,Low Duration Funds,1.7,32.4,13.3
Franklin India Life Stage Fund,500,5000,0.16,13.0,10,Rajasa Kakulavarapu,0.0,0.23,0.18,0.03,3,Franklin Templeton Mutual Fund,1,Other,FoFs Domestic,1.7,32.4,13.3
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,0.0,0.27,0.26,0.02,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3
PGIM India Low Duration Fund,1000,5000,0.35,97.0,10,Puneet Pal,0.0,0.03,0.01,0.14,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0
Indiabulls Overnight Fund,500,500,0.18,42.0,4,Karan Singh,0.0,0.01,0.0,0.25,1,Indiabulls Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,3.8,
WhiteOak Capital Overnight Fund,500,500,0.22,14.0,4,Piyush Baranwal,0.0,0.01,0.0,0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3
ITI Arbitrage Fund,500,5000,0.22,7.04,4,Vikrant Mehta,0.0,0.07,-0.02,-0.04,1,ITI Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,3.9,3.3,
ITI Overnight Fund,500,5000,0.08,26.0,3,Vikrant Mehta,0.0,0.01,0.0,0.28,1,ITI Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,3.8,
LIC MF Ultra Short Term Fund,1000,5000,0.3,40.0,3,Rahul Singh,0.0,0.02,0.01,0.15,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,
ITI Balanced Advantage Fund,500,5000,0.35,452.0,3,Dhimant Shah,-0.02,0.42,0.38,-0.04,6,ITI Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.2,12.3,
AXIS Retirement Savings Fund,1000,5000,0.65,633.0,3,Jinesh Gopani,-0.03,0.74,0.64,-0.02,6,Axis Mutual Fund,1,Solution Oriented,Retirement Funds,-4.1,14.0,
ITI Small Cap Fund,500,5000,0.44,1015.0,3,Dhimant Shah,0.01,1.02,0.75,0.02,6,ITI Mutual Fund,1,Equity,Small Cap Mutual Funds,6.5,29.4,
DSP Floater Fund,500,500,0.24,983.0,2,Kedar Karnik,0.0,0.07,0.0,0.01,2,DSP Mutual Fund,1,Debt,Floater Mutual Funds,4.4,,
ICICI Pru Bharat Consumption Fund,0,0,1.39,623.0,5,Sankaran Naren,0.05,0.86,0.64,0.08,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,13.6,14.2,11.5
AXIS FTP – Series 109 – 111Days,0,0,0.0,565.0,1,Devang Shah,0.0,0.04,0.0,-0.02,3,Axis Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Tata FMP – Sr.56,0,0,0.36,53.0,4,Akhil Mittal,0.0,0.03,0.0,-0.03,2,Tata Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RC Growth,0,0,0.09,458.0,5,Mohit Sharma,0.0,0.03,0.0,-0.04,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXVII-Sr.6,0,0,0.0,177.0,5,Amit Tripathi,0.0,0.03,0.0,-0.02,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series QF Growth,0,0,0.06,84.0,5,Mohit Sharma,0.0,0.03,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.83-1412Days,0,0,0.0,603.0,5,Rahul Goswami,0.0,0.04,0.0,0.0,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXIX-IV(1422Days,0,0,0.0,69.0,5,Sunil Patil,0.0,0.03,0.0,-0.02,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.83-1406Days,0,0,0.0,723.0,5,Rahul Goswami,0.0,0.04,0.0,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXVII-Sr.4,0,0,0.0,635.0,5,Amit Tripathi,0.0,0.04,0.0,-0.01,2,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1247Days,0,0,0.0,52.0,4,Rahul Goswami,0.0,0.04,0.0,-0.02,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RL Growth,0,0,0.09,73.0,4,Mohit Sharma,0.0,0.03,0.0,-0.04,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series PY Growth,0,0,0.15,187.0,5,Mohit Sharma,0.0,0.03,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RN Growth,0,0,0.04,610.0,4,Mohit Sharma,0.0,0.03,0.0,-0.02,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1261Days,0,0,0.0,237.0,4,Anil Bamboli,0.0,0.04,0.0,-0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Kotak FMP – Series 239 – 1330Days,0,0,0.12,802.0,5,Deepak Agrawal,0.01,0.04,0.0,0.21,4,Kotak Mahindra Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Kotak FMP – Series 243 – 1319Days,0,0,0.13,569.0,5,Deepak Agrawal,0.0,0.03,0.0,0.01,2,Kotak Mahindra Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
L&T FMP – Series XVIII – Plan B Growth,0,0,0.36,247.0,4,Jalpan Shah,0.0,0.03,0.0,-0.03,3,L&T Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1293Days,0,0,0.0,236.0,5,Rahul Goswami,0.0,0.03,0.0,0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1434Days,0,0,0.0,62.0,5,Anil Bamboli,0.0,0.03,0.0,-0.03,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.83-1392Days,0,0,0.0,110.0,5,Rahul Goswami,0.0,0.04,0.0,0.0,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SA Growth,0,0,0.12,59.0,4,Mohit Sharma,0.0,0.04,0.0,0.0,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1175Days,0,0,0.0,56.0,4,Anil Bamboli,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Canara Robeco CPO Fund,0,0,1.09,220.0,4,Vishal Mishra,0.0,0.11,0.07,0.07,1,Canara Robeco Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,11.2,14.5,14.0
L&T FMP – Series XVIII – Plan D Growth,0,0,0.26,54.0,4,Jalpan Shah,0.0,0.03,0.0,-0.03,3,L&T Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1154Days,0,0,0.0,84.0,4,Anil Bamboli,0.0,0.04,0.0,0.0,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1133Days,0,0,0.0,297.0,4,Shobhit Mehrotra,0.0,0.04,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1126Days,0,0,0.0,427.0,4,Shobhit Mehrotra,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1245Days,0,0,0.0,394.0,4,Rahul Goswami,0.0,0.03,0.0,-0.02,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1232Days,0,0,0.0,640.0,4,Anil Bamboli,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1203Days,0,0,0.0,74.0,4,Anil Bamboli,0.0,0.04,0.0,0.02,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1218Days,0,0,0.0,55.0,4,Anil Bamboli,0.0,0.03,0.0,0.0,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1224Days,0,0,0.0,147.0,4,Anil Bamboli,0.0,0.03,0.0,0.0,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1274Days,0,0,0.0,329.0,4,Anil Bamboli,0.0,0.03,0.0,0.0,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1280Days,0,0,0.0,122.0,4,Anil Bamboli,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1190Days,0,0,0.0,94.0,4,Anil Bamboli,0.0,0.04,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1182Days,0,0,0.0,164.0,4,Anil Bamboli,0.0,0.03,0.0,0.02,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
AXIS FTP – Series 104 – 1112Days,0,0,0.13,110.0,4,Devang Shah,0.0,0.03,0.0,-0.03,2,Axis Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1288Days,0,0,0.0,53.0,4,Rahul Goswami,0.0,0.03,0.0,-0.02,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
IDFC FTP – Sr.166,0,0,0.25,55.0,4,Harshal Joshi,0.0,0.03,0.0,0.0,3,IDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RP Growth,0,0,0.03,724.0,4,Mohit Sharma,0.0,0.04,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Franklin India FMP – Sr.4,0,0,1.0,56.0,4,Umesh Sharma,0.0,0.03,0.0,0.02,2,Franklin Templeton Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1246Days,0,0,0.0,358.0,4,Anil Bamboli,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1265Days,0,0,0.0,170.0,4,Anil Bamboli,0.0,0.03,0.0,0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1286Days,0,0,0.0,59.0,4,Rahul Goswami,0.0,0.03,0.0,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RH Growth,0,0,0.16,126.0,4,Mohit Sharma,0.0,0.03,0.0,-0.03,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1188Days,0,0,0.0,272.0,4,Rahul Goswami,0.0,0.03,0.0,0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1127Days,0,0,0.0,64.0,4,Shobhit Mehrotra,0.0,0.04,0.0,-0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1120Days,0,0,0.0,182.0,4,Shobhit Mehrotra,0.0,0.03,0.0,-0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
HDFC FMP-1118Days,0,0,0.0,293.0,4,Shobhit Mehrotra,0.0,0.04,0.0,-0.01,3,HDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-XIV(1209Days,0,0,0.0,122.0,4,Sunil Patil,0.01,0.04,0.0,0.24,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-XIII(1224Days,0,0,0.0,124.0,4,Sunil Patil,0.01,0.04,0.0,0.23,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-X(1267Days,0,0,0.0,84.0,4,Sunil Patil,0.0,0.03,0.0,0.0,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-VIII(1286Days,0,0,0.0,79.0,4,Sunil Patil,0.0,0.03,0.0,0.0,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1224Days,0,0,0.0,55.0,4,Rahul Goswami,0.0,0.03,0.0,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
SBI Debt Fund,0,0,0.0,424.0,4,Ranjana Gupta,0.0,0.04,0.0,0.0,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-IX(1266Days,0,0,0.0,77.0,4,Sunil Patil,0.04,0.43,-0.03,0.09,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXXI-III(1174Days,0,0,0.0,90.0,4,Sunil Patil,0.0,0.03,0.0,-0.02,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SF Growth,0,0,0.14,50.0,4,Mohit Sharma,0.0,0.03,0.0,-0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SI Growth,0,0,0.11,128.0,4,Mohit Sharma,0.0,0.03,0.0,-0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SL Growth,0,0,0.07,178.0,4,Mohit Sharma,0.0,0.04,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
SBI Debt Fund,0,0,0.0,159.0,4,Ranjana Gupta,0.0,0.03,0.0,-0.03,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SG Growth,0,0,0.04,253.0,4,Mohit Sharma,0.0,0.04,0.0,0.0,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series SJ Growth,0,0,0.04,380.0,4,Mohit Sharma,0.0,0.04,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.84-1275Days,0,0,0.0,95.0,4,Rahul Goswami,0.0,0.03,0.0,-0.02,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.85-1178Days,0,0,0.0,74.0,4,Rahul Goswami,0.0,0.04,0.0,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
DSP FMP – Series 250 – 39Mth,0,0,0.39,60.0,4,Laukik Bagwe,0.0,0.03,0.0,-0.04,3,DSP Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Franklin India FMP – Sr.5,0,0,0.4,51.0,4,Umesh Sharma,0.0,0.03,0.0,-0.01,2,Franklin Templeton Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
SBI Debt Fund,0,0,0.0,142.0,4,Ranjana Gupta,0.0,0.04,0.0,-0.01,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-FTI – Series XXX-XI(1246Days,0,0,0.0,145.0,4,Sunil Patil,0.01,0.04,0.0,0.22,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
IDFC FTP – Sr.167,0,0,0.25,120.0,4,Anurag Mittal,0.0,0.03,0.0,-0.01,3,IDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
